GO:0008134,transcription factor binding,57,2,0.1,0.00409
GO:0044183,protein folding chaperone,62,2,0.1,0.00482
GO:0030943,mitochondrion targeting sequence binding,3,1,0.01,0.00501
GO:0003697,single-stranded DNA binding,69,2,0.12,0.00594
GO:0005198,structural molecule activity,469,4,0.78,0.00751
GO:0003677,DNA binding,1823,8,3.05,0.00908
GO:0030527,structural constituent of chromatin,88,2,0.15,0.00950
GO:1990879,CST complex,3,2,0.01,8.6e-06
GO:0034663,endoplasmic reticulum chaperone complex,4,2,0.01,1.7e-05
GO:0000782,telomere cap complex,5,2,0.01,2.9e-05
GO:0000783,nuclear telomere cap complex,5,2,0.01,2.9e-05
GO:0140445,chromosome, telomeric repeat region,5,2,0.01,2.9e-05
GO:0044815,DNA packaging complex,118,4,0.2,4.9e-05
GO:0032993,protein-DNA complex,127,4,0.22,6.6e-05
GO:0030126,COPI vesicle coat,9,2,0.02,0.00010
GO:0030137,COPI-coated vesicle,10,2,0.02,0.00013
GO:0030663,COPI-coated vesicle membrane,10,2,0.02,0.00013
GO:0000781,chromosome, telomeric region,28,2,0.05,0.00106
GO:0030660,Golgi-associated vesicle membrane,29,2,0.05,0.00113
GO:0005798,Golgi-associated vesicle,33,2,0.06,0.00147
GO:0030120,vesicle coat,60,2,0.1,0.00477
GO:0140534,endoplasmic reticulum protein-containing...,67,2,0.12,0.00592
GO:0030662,coated vesicle membrane,76,2,0.13,0.00756
GO:0071541,eukaryotic translation initiation factor...,5,1,0.01,0.00856
